,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language,Leaflet_Language,Opmerking
2624,1924-1925_00225-20220207_164602.jpg,1924-1925,De Gouden Haan,1925-01-04,,False,534794,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2625,1924-1925_00227-20220207_164613.jpg,1924-1925,Tannhauser,1925-01-04,,False,925210,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2626,1924-1925_00231-20220207_164637.jpg,1924-1925,De Tooverfluit,1925-01-06,gala de leden van Kring 'Unitas' aangeboden,False,286466,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2627,1924-1925_00235-20220207_164704.jpg,1924-1925,De Legende van Sakuntala,1925-01-08,,False,635423,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2628,1924-1925_00239-20220207_164727.jpg,1924-1925,Rijngoud,1925-01-10,,False,635856,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2629,1924-1925_00243-20220207_164751.jpg,1924-1925,Tannhauser,1925-01-11,,False,377006,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2630,1924-1925_00247-20220207_164814.jpg,1924-1925,Hoffmann's Vertellingenen,1925-01-11,,False,867645,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2631,1924-1925_00249-20220207_164831.jpg,1924-1925,De Doode Oogen,1925-01-13,"gala, de leden van de maatschappij 'De Vrije Antwerpenaren' aangeboden",False,684512,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2632,1924-1925_00249-20220207_164831.jpg,1924-1925,Zooals Voorheen,1925-01-13,"gala, de leden van de maatschappij 'De Vrije Antwerpenaren' aangeboden",False,613629,Zooals Voorheen,?,L. Van Dam,?,Zooals voorheen,?,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2633,1924-1925_00253-20220207_164854.jpg,1924-1925,Jean-Marie,1925-01-15,,False,911707,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2634,1924-1925_00253-20220207_164854.jpg,1924-1925,Milenka,1925-01-15,,False,519501,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2635,1924-1925_00253-20220207_164854.jpg,1924-1925,Winternachtsdroom,1925-01-15,,False,828974,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2636,1924-1925_00257-20220207_164917.jpg,1924-1925,De Walkure,1925-01-17,,False,798331,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2637,1924-1925_00259-20220207_164928.jpg,1924-1925,Jean Marie,1925-01-18,,False,161152,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2638,1924-1925_00259-20220207_164928.jpg,1924-1925,Milenka,1925-01-18,,False,766511,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2639,1924-1925_00259-20220207_164928.jpg,1924-1925,Winternachtsdroom,1925-01-18,,False,729953,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2640,1924-1925_00263-20220207_164952.jpg,1924-1925,De Legende van Sakuntala,1925-01-18,,False,554982,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2641,1924-1925_00263-20220207_164952.jpg,1924-1925,Dansenreeks,1925-01-18,,False,474257,Dansenreeks,?,?,?,Dansenreeks,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2642,1924-1925_00267-20220207_165011.jpg,1924-1925,De Gouden Haan,1925-11-20,"gala, den leden van de maatschappij 'de Zuidster' aangeboden",False,684570,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1925-1926,Fé Derickx & Bernard Tokkie,NL,,
2643,1924-1925_00269-20220207_165024.jpg,1924-1925,De Walkure,1925-01-22,,False,856286,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2644,1924-1925_00271-20220207_165034.jpg,1924-1925,De Vrijschutter,1925-01-24,,False,910281,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2645,1924-1925_00273-20220207_165044.jpg,1924-1925,De Legende van Sakuntala,1925-01-25,,False,466418,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2646,1924-1925_00277-20220207_165108.jpg,1924-1925,Jean Marie,1925-01-25,,False,120755,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2647,1924-1925_00277-20220207_165108.jpg,1924-1925,Hansje en Grietje,1925-01-25,,False,470246,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2648,1924-1925_00279-20220207_165121.jpg,1924-1925,De Walkure,1925-01-27,,False,699961,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2649,1924-1925_00281-20220207_165133.jpg,1924-1925,De Vrijschutter,1925-01-29,,False,144075,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2650,1924-1925_00283-20220207_165146.jpg,1924-1925,De Legende van Sakuntala,1925-01-31,,False,752473,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2651,1924-1925_00283-20220207_165146.jpg,1924-1925,Dansenreeks,1925-01-31,,False,472537,Dansenreeks,?,?,?,Dansenreeks,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2652,1924-1925_00287-20220207_165215.jpg,1924-1925,Jean-Marie,1925-01-31,,False,136066,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2653,1924-1925_00287-20220207_165215.jpg,1924-1925,Milenka,1925-01-31,,False,309105,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2654,1924-1925_00287-20220207_165215.jpg,1924-1925,Winternachtsdroom,1925-01-31,,False,379491,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2655,1924-1925_00291-20220207_165237.jpg,1924-1925,De Vrijschutter,1925-02-01,,False,323521,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2656,1924-1925_00293-20220207_165255.jpg,1924-1925,De Vrijschutter,1925-02-03,,False,996187,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2657,1924-1925_00295-20220207_165308.jpg,1924-1925,Hoffmann's Vertellingenen,1925-02-05,,False,903316,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2658,1924-1925_00297-20220207_165320.jpg,1924-1925,Tannhauser,1925-02-07,,False,215616,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2659,1924-1925_00301-20220207_165343.jpg,1924-1925,Hoffmann's Vertellingenen,1925-02-08,,False,217864,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2660,1924-1925_00303-20220207_165355.jpg,1924-1925,De Walkure,1925-02-08,,False,208158,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2661,1924-1925_00305-20220207_165411.jpg,1924-1925,De Doode Oogen,1925-02-10,"gala, de delen van ""doe het goede om het goede"" aangeboden",False,512490,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2662,1924-1925_00305-20220207_165411.jpg,1924-1925,Jean-Marie,1925-02-10,"gala, de delen van ""doe het goede om het goede"" aangeboden",False,684081,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2663,1924-1925_00309-20220207_165437.jpg,1924-1925,De Legende van Sakuntala,1925-02-11,gala,False,250263,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2664,1924-1925_00313-20220207_165504.jpg,1924-1925,Sadko,1925-02-14,"gala, eerste opvoering in BelgiÃ«",False,304292,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2665,1924-1925_00315-20220207_165514.jpg,1924-1925,De Doode Oogen,1925-02-15,,False,641325,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2666,1924-1925_00315-20220207_165514.jpg,1924-1925,Dansenreeks,1925-02-15,,False,993467,Dansenreeks,?,?,?,Dansenreeks,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2667,1924-1925_00319-20220207_165549.jpg,1924-1925,De Gouden Haan,1925-02-15,,False,718988,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2668,1924-1925_00321-20220207_165601.jpg,1924-1925,Sadko,1925-02-17,,False,544313,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2669,1924-1925_00321-20220207_165601.jpg,1924-1925,Sadko,1925-02-19,,False,639743,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2670,1924-1925_00325-20220207_165637.jpg,1924-1925,Hoffmann's Vertellingenen,1925-02-21,ter gelegenheid van carnaval,False,437400,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2671,1924-1925_00329-20220207_165717.jpg,1924-1925,Herbergprinses,1925-02-22,ter gelegenheid van carnaval,False,579920,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2672,1924-1925_00333-20220207_165746.jpg,1924-1925,Sadko,1925-02-22,ter gelegenheid van carnaval,False,926028,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2673,1924-1925_00337-20220207_165820.jpg,1924-1925,Hansje en Grietje,1925-02-23,ter gelegenheid van carnaval,False,885424,Hansje en Grietje,DUI,Engelbert Humperdinck,1893,Hänsel und Gretel,kinder opera,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2674,1924-1925_00341-20220207_165852.jpg,1924-1925,Carmen,1925-01-23,ter gelegenheid van carnaval,False,786298,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2675,1924-1925_00343-20220207_165904.jpg,1924-1925,Sadko,1925-02-24,,False,404725,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2676,1924-1925_00347-20220207_165940.jpg,1924-1925,Sadko,1925-02-26,,False,196667,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2677,1924-1925_00351-20220207_170002.jpg,1924-1925,Figaro's Bruiloft,1925-02-28,,False,746384,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2678,1924-1925_00353-20220207_170012.jpg,1924-1925,Sadko,1925-03-01,,False,776724,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2679,1924-1925_00361-20220207_170101.jpg,1924-1925,De Vrijschutter,1925-03-01,,False,708745,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2680,1924-1925_00361-20220207_170101.jpg,1924-1925,Phoebé,1925-03-01,,False,200972,Phoebé,?,André Gédalge,1900,Phoebé,ballet,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2681,1924-1925_00363-20220207_170112.jpg,1924-1925,Sadko,1925-03-03,,False,268778,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2682,1924-1925_00367-20220207_170133.jpg,1924-1925,Figaro's Bruiloft,1925-03-05,,False,980109,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2683,1924-1925_00369-20220207_170147.jpg,1924-1925,Sadko,1925-03-07,,False,232306,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2684,1924-1925_00373-20220207_170208.jpg,1924-1925,Figaro's Bruiloft,1925-03-08,,False,694774,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2685,1924-1925_00375-20220207_170220.jpg,1924-1925,De Drie Houten Poppen,1925-03-08,,False,918345,De Drie Houten Poppen,?,Michel-Maurice Lévy,1920,Les Trois Pantins de bois,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2686,1924-1925_00375-20220207_170220.jpg,1924-1925,De Doode Oogen,1925-03-08,,False,187415,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2687,1924-1925_00379-20220207_170239.jpg,1924-1925,Quinten Massijs,1925-03-10,gala de leden van Kring 'Unitas' aangeboden,False,547224,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2688,1924-1925_00379-20220207_170239.jpg,1924-1925,De drie Houten Poppen,1925-03-10,gala de leden van Kring 'Unitas' aangeboden,False,700980,De Drie Houten Poppen,?,Michel-Maurice Lévy,1920,Les Trois Pantins de bois,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2689,1924-1925_00383-20220207_170301.jpg,1924-1925,Sadko,1925-03-12,,False,545480,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2690,1924-1925_00387-20220207_170323.jpg,1924-1925,Hoffmann's Vertellingenen,1925-03-14,,False,875755,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2691,1924-1925_00389-20220207_170332.jpg,1924-1925,De Legende van Sakuntala,1925-03-15,,False,902360,De Legende van Sakuntala,ITA,Franco Alfano,1921,La leggenda di Sakùntala,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2692,1924-1925_00393-20220207_170352.jpg,1924-1925,Figaro's Bruiloft,1925-03-15,,False,332178,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2693,1924-1925_00395-20220207_170406.jpg,1924-1925,Sadko,1925-03-17,"gala, ingericht door de vereeniging 'Antwerpsen's Postfanfare'",False,123900,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2694,1924-1925_00399-20220207_170428.jpg,1924-1925,De Tooverfluit,1925-03-17,"gala, ingericht door de vereeniging 'Antwerpsen's Postfanfare'",False,298942,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2695,1924-1925_00401-20220207_170438.jpg,1924-1925,De Vrijschutter,1925-03-19,,False,921102,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2696,1924-1925_00403-20220207_170447.jpg,1924-1925,Stepan,1925-03-21,Eerste opvoering in BelgiÃ«,False,983656,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2697,1924-1925_00407-20220207_170516.jpg,1924-1925,Herbergprinses,1925-03-22,,False,162951,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2698,1924-1925_00409-20220207_170529.jpg,1924-1925,Sadko,1925-03-22,,False,174883,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2699,1924-1925_00413-20220207_170551.jpg,1924-1925,Stepan,1925-03-26,,False,124757,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2700,1924-1925_00417-20220207_170617.jpg,1924-1925,Jean-Marie,1925-03-28,,False,257478,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2701,1924-1925_00417-20220207_170617.jpg,1924-1925,Milenka,1925-03-28,,False,206449,Milenka,FR,Jan Blockx,1888,Milenka,pantomime,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2702,1924-1925_00417-20220207_170617.jpg,1924-1925,Winternachtsdroom,1925-03-28,,False,232916,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2703,1924-1925_00421-20220207_170638.jpg,1924-1925,Sadko,1925-03-29,,False,900936,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2704,1924-1925_00425-20220207_170701.jpg,1924-1925,Zooals Voorheen,1925-03-29,,False,544824,Zooals Voorheen,?,L. Van Dam,?,Zooals voorheen,?,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2705,1924-1925_00425-20220207_170701.jpg,1924-1925,Stepan,1925-03-29,,False,707976,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2706,1924-1925_00429-20220207_170730.jpg,1924-1925,Tristan en Isolde,1925-03-31,Gala,False,155180,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2707,1924-1925_00433-20220207_170756.jpg,1924-1925,Sadko,1925-04-02,Eereavond Mr. En Mevr. Verbeeck aangeboden,False,212700,Sadko,RUS,Nikolay Rimsky-Korsakov,1898,Sadko,lyrical opera,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2708,1924-1925_00437-20220207_170820.jpg,1924-1925,De Doode Oogen,1925-04-04,,False,206514,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2709,1924-1925_00437-20220207_170820.jpg,1924-1925,Poppenliefde,1925-04-04,,False,794560,Poppenliefde,?,James Ensor,1924,Poppenliefde,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2710,1924-1925_00441-20220207_170845.jpg,1924-1925,Stepan,1925-04-05,,False,779853,Stepan,DEE,Ebbe Hamerik,1922,Stepan,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2711,1924-1925_00445-20220207_170956.jpg,1924-1925,Carmen,1925-04-05,,False,946820,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2712,1924-1925_00447-20220207_171009.jpg,1924-1925,Herbergprinses,1925-04-07,,False,562330,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2713,1924-1925_00447-20220207_171009.jpg,1924-1925,Poppenliefde,1925-04-07,,False,180518,Poppenliefde,?,James Ensor,1924,Poppenliefde,ballet,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2714,1924-1925_00451-20220207_171034.jpg,1924-1925,Tannhauser,1925-04-09,,False,154510,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2715,1924-1925_00455-20220207_171105.jpg,1924-1925,Tannhauser,1925-04-12,,False,382350,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2716,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-11,,False,855810,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2717,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-19,,False,119931,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2718,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-13,,False,493781,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2719,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-21,,False,703262,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2720,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-16,,False,812548,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2721,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-23,,False,152947,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2722,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-18,,False,564586,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2723,1924-1925_00459-20220207_171136.jpg,1924-1925,De Ring des Nevelings,1925-04-26,,False,742238,De Ring des Nevelings,DUI,Richard Wagner,1848,Der Ring des Nibelungen,music drama,1924-1925,Fé Derickx & Bernard Tokkie,Unk,,
2724,1924-1925_00462-20220207_171158.jpg,1924-1925,Het Rijngoud,1925-04-11,,False,964729,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
2725,1924-1925_00462-20220207_171158.jpg,1924-1925,Het Rijngoud,1925-04-19,,False,730974,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1924-1925,Fé Derickx & Bernard Tokkie,NL,,
