Image	Collection	Production	Date	Occasion	Leaflet_Language	Opmerking
0081_1940-1941 deel 2_00081-20230303_134122.jpg	1940-1941	Lohengrin	3/11/1940	N/A	German	N/A
0082_1940-1941 deel 2_00082-20230303_134136.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0083_1940-1941 deel 2_00083-20230303_134212.jpg	1940-1941	Prinses Zonneschijn	3/11/1940	N/A	Dutch	N/A
0084_1940-1941 deel 2_00084-20230303_134223.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0085_1940-1941 deel 2_00085-20230303_134229.jpg	1940-1941	Prinzessin Sonnenschein	3/11/1940	N/A	German	N/A
0086_1940-1941 deel 2_00086-20230303_134241.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0087_1940-1941 deel 2_00087-20230303_134248.jpg	1940-1941	Prinses Zonneschijn	7/11/1940	N/A	Dutch	N/A
0088_1940-1941 deel 2_00088-20230303_134305.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0089_1940-1941 deel 2_00089-20230303_134312.jpg	1940-1941	Prinzessin Sonnenschein	7/11/1940	N/A	German	N/A
0090_1940-1941 deel 2_00090-20230303_134339.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0091_1940-1941 deel 2_00091-20230303_134402.jpg	1940-1941	Faust	9/11/1940	N/A	Dutch	N/A
untitleddocument_00009-20230818_142251.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0092_1940-1941 deel 2_00092-20230303_134427.jpg	1940-1941	Faust	9/11/1940	N/A	German	N/A
0093_1940-1941 deel 2_00093-20230303_134445.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0094_1940-1941 deel 2_00094-20230303_134450.jpg	1940-1941	Prinses Zonneschijn	10/11/1940	N/A	Dutch	N/A
0095_1940-1941 deel 2_00095-20230303_134500.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0096_1940-1941 deel 2_00096-20230303_134508.jpg	1940-1941	Prinzessin Sonnenschein	10/11/1940	N/A	German	N/A
0097_1940-1941 deel 2_00097-20230303_134518.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0098_1940-1941 deel 2_00098-20230303_134542.jpg	1940-1941	Boheme	10/11/1940	N/A	Dutch	N/A
0099_1940-1941 deel 2_00099-20230303_134600.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0100_1940-1941 deel 2_00100-20230303_134607.jpg	1940-1941	Die Bohème	10/11/1940	N/A	German	N/A
0101_1940-1941 deel 2_00101-20230303_134621.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0102_1940-1941 deel 2_00102-20230303_134635.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0103_1940-1941 deel 2_00103-20230303_134644.jpg	1940-1941	N/A	N/A	N/A	N/A	N/A
0104_1940-1941 deel 2_00104-20230303_134650.jpg	1940-1941	Die Walküre	12/11/1940	gastvoorstelling der oper der Hansestadt Köln	German	N/A
0105_1940-1941 deel 2_00105-20230303_134703.jpg	1940-1941	N/A	N/A	N/A	Dutch + German	N/A
0106_1940-1941 deel 2_00106-20230303_134709.jpg	1940-1941	Boheme	14/11/1940	N/A	Dutch	N/A
0107_1940-1941 deel 2_00107-20230303_134720.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0108_1940-1941 deel 2_00108-20230303_134725.jpg	1940-1941	Die Bohème	14/11/1940	N/A	German	N/A
0109_1940-1941 deel 2_00109-20230303_134735.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0110_1940-1941 deel 2_00110-20230303_134743.jpg	1940-1941	Tannhäuser	16/11/1940	N/A	Dutch	N/A
0111_1940-1941 deel 2_00111-20230303_134811.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0112_1940-1941 deel 2_00112-20230303_134821.jpg	1940-1941	Tannhäuser	16/11/1940	N/A	German	N/A
0113_1940-1941 deel 2_00113-20230303_134849.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0114_1940-1941 deel 2_00114-20230303_134855.jpg	1940-1941	De Tooverfluit	17/11/1940	N/A	Dutch	N/A
0115_1940-1941 deel 2_00115-20230303_134905.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0116_1940-1941 deel 2_00116-20230303_134911.jpg	1940-1941	Die Zauberflöte	17/11/1940	N/A	German	N/A
0117_1940-1941 deel 2_00117-20230303_134923.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0118_1940-1941 deel 2_00118-20230303_134929.jpg	1940-1941	Tannhäuser	21/11/1940	N/A	Dutch	N/A
0119_1940-1941 deel 2_00119-20230303_134943.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0120_1940-1941 deel 2_00120-20230303_134955.jpg	1940-1941	Tannhäuser	21/11/1940	N/A	German	N/A
0121_1940-1941 deel 2_00121-20230303_135016.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0122_1940-1941 deel 2_00122-20230303_135032.jpg	1940-1941	Elsje Zevenschoon	23/11/1940	N/A	Dutch	N/A
0123_1940-1941 deel 2_00123-20230303_135043.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0124_1940-1941 deel 2_00124-20230303_135050.jpg	1940-1941	Elschen Siebenschön	23/11/1940	N/A	German	N/A
0125_1940-1941 deel 2_00125-20230303_135101.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0126_1940-1941 deel 2_00126-20230303_135113.jpg	1940-1941	Boheme	24/11/1940	N/A	Dutch	N/A
0127_1940-1941 deel 2_00127-20230303_135126.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0128_1940-1941 deel 2_00128-20230303_135135.jpg	1940-1941	Die Bohème	24/11/1940	N/A	German	N/A
0129_1940-1941 deel 2_00129-20230303_135153.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0130_1940-1941 deel 2_00130-20230303_135205.jpg	1940-1941	Tannhäuser	24/11/1940	N/A	Dutch	N/A
0131_1940-1941 deel 2_00131-20230303_135219.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0132_1940-1941 deel 2_00132-20230303_135231.jpg	1940-1941	Tannhäuser	24/11/1940	N/A	German	N/A
0133_1940-1941 deel 2_00133-20230303_135242.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0134_1940-1941 deel 2_00134-20230303_135259.jpg	1940-1941	Madame Butterfly	28/11/1940	N/A	Dutch	N/A
0135_1940-1941 deel 2_00135-20230303_135328.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0639_1940-1941 deel 2_00639-20230310_144717.jpg	1940-1941	Madame Butterfly	28/11/1940	N/A	German	N/A
0136_1940-1941 deel 2_00136-20230303_135355.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0137_1940-1941 deel 2_00137-20230303_135414.jpg	1940-1941	Aida	30/11/1940	N/A	Dutch	N/A
0138_1940-1941 deel 2_00138-20230303_135427.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0139_1940-1941 deel 2_00139-20230303_135436.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0140_1940-1941 deel 2_00140-20230303_135445.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0141_1940-1941 deel 2_00141-20230303_135544.jpg	1940-1941	Madame Butterfly	1/12/1940	N/A	Dutch	N/A
0142_1940-1941 deel 2_00142-20230303_135554.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0143_1940-1941 deel 2_00143-20230303_135622.jpg	1940-1941	Madame Butterfly	1/12/1940	N/A	German	N/A
0144_1940-1941 deel 2_00144-20230303_135633.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0145_1940-1941 deel 2_00145-20230303_135642.jpg	1940-1941	Faust	1/12/1940	N/A	Dutch	N/A
0146_1940-1941 deel 2_00146-20230303_135656.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0147_1940-1941 deel 2_00147-20230303_135703.jpg	1940-1941	Faust	1/12/1940	N/A	German	N/A
0148_1940-1941 deel 2_00148-20230303_135715.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0149_1940-1941 deel 2_00149-20230303_135729.jpg	1940-1941	Traviata	5/12/1940	N/A	Dutch	N/A
0150_1940-1941 deel 2_00150-20230303_135742.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0151_1940-1941 deel 2_00151-20230303_135749.jpg	1940-1941	Traviata	5/12/1940	N/A	German	N/A
0152_1940-1941 deel 2_00152-20230303_135800.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0153_1940-1941 deel 2_00153-20230303_135816.jpg	1940-1941	Madame Butterfly	7/12/1940	N/A	Dutch	N/A
0154_1940-1941 deel 2_00154-20230303_135827.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0155_1940-1941 deel 2_00155-20230303_135833.jpg	1940-1941	Madame Butterfly	7/12/1940	N/A	German	N/A
0156_1940-1941 deel 2_00156-20230303_135843.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0157_1940-1941 deel 2_00157-20230303_135848.jpg	1940-1941	Tannhäuser	8/12/1940	N/A	Dutch	N/A
0158_1940-1941 deel 2_00158-20230303_135901.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0159_1940-1941 deel 2_00159-20230303_135907.jpg	1940-1941	Tannhäuser	8/12/1940	N/A	German	N/A
0160_1940-1941 deel 2_00160-20230303_135918.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0640_1940-1941 deel 2_00640-20230310_144744.jpg	1940-1941	Traviata	8/12/1940	N/A	Dutch	N/A
0161_1940-1941 deel 2_00161-20230303_135940.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0162_1940-1941 deel 2_00162-20230303_135946.jpg	1940-1941	Traviata	8/12/1940	N/A	German	N/A
0163_1940-1941 deel 2_00163-20230303_135956.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0164_1940-1941 deel 2_00164-20230303_140017.jpg	1940-1941	Het Land van den Glimlach	12/12/1940	N/A	Dutch	N/A
0165_1940-1941 deel 2_00165-20230303_140029.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0166_1940-1941 deel 2_00166-20230303_140043.jpg	1940-1941	Das Land des Lächelns	12/12/1940	N/A	German	N/A
0167_1940-1941 deel 2_00167-20230303_140104.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0168_1940-1941 deel 2_00168-20230303_140124.jpg	1940-1941	De Walkure	14/12/1940	Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”	Dutch	N/A
0169_1940-1941 deel 2_00169-20230303_140136.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0170_1940-1941 deel 2_00170-20230303_140143.jpg	1940-1941	Die Walküre	14/12/1940	Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”	German	N/A
0171_1940-1941 deel 2_00171-20230303_140154.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0172_1940-1941 deel 2_00172-20230303_140208.jpg	1940-1941	Traviata	15/12/1940	N/A	Dutch	N/A
0173_1940-1941 deel 2_00173-20230303_140221.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0174_1940-1941 deel 2_00174-20230303_140227.jpg	1940-1941	Traviata	15/12/1940	N/A	German	N/A
0175_1940-1941 deel 2_00175-20230303_140237.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0176_1940-1941 deel 2_00176-20230303_140317.jpg	1940-1941	Het Land van den Glimlach	15/12/1940	N/A	Dutch	N/A
0177_1940-1941 deel 2_00177-20230303_140328.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0178_1940-1941 deel 2_00178-20230303_140338.jpg	1940-1941	Das Land des Lächelns	15/12/1940	N/A	German	N/A
0179_1940-1941 deel 2_00179-20230303_140351.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0180_1940-1941 deel 2_00180-20230303_140404.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0181_1940-1941 deel 2_00181-20230303_140417.jpg	1940-1941	N/A	N/A	N/A	N/A	N/A
0182_1940-1941 deel 2_00182-20230303_140426.jpg	1940-1941	Fidelio	19/12/1940	gastvoorstelling der oper von Düsseldorf	German	N/A
0183_1940-1941 deel 2_00183-20230303_140443.jpg	1940-1941	N/A	N/A	N/A	Dutch + German	N/A
0184_1940-1941 deel 2_00184-20230303_140521.jpg	1940-1941	Carmen	21/12/1940	N/A	Dutch	N/A
0185_1940-1941 deel 2_00185-20230303_140533.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0186_1940-1941 deel 2_00186-20230303_140542.jpg	1940-1941	Carmen	21/12/1940	N/A	German	N/A
0187_1940-1941 deel 2_00187-20230303_140552.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0643_1940-1941 deel 2_00643-20230310_144910.jpg	1940-1941	Madame Butterfly	22/12/1940	N/A	Dutch	N/A
0188_1940-1941 deel 2_00188-20230303_140617.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0189_1940-1941 deel 2_00189-20230303_140625.jpg	1940-1941	Madame Butterfly	22/12/1940	N/A	German	N/A
0190_1940-1941 deel 2_00190-20230303_140636.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0191_1940-1941 deel 2_00191-20230303_140654.jpg	1940-1941	De Walkure	22/12/1940	Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”	Dutch	N/A
0192_1940-1941 deel 2_00192-20230303_140705.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0193_1940-1941 deel 2_00193-20230303_140713.jpg	1940-1941	Die Walküre	22/12/1940	Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”	German	N/A
0194_1940-1941 deel 2_00194-20230303_140725.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0195_1940-1941 deel 2_00195-20230303_140739.jpg	1940-1941	Carmen	26/12/1940	N/A	Dutch	N/A
0196_1940-1941 deel 2_00196-20230303_140752.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0197_1940-1941 deel 2_00197-20230303_140800.jpg	1940-1941	Carmen	26/12/1940	N/A	German	N/A
0198_1940-1941 deel 2_00198-20230303_140813.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0199_1940-1941 deel 2_00199-20230303_140828.jpg	1940-1941	Rigoletto	28/12/1940	N/A	Dutch	N/A
0200_1940-1941 deel 2_00200-20230303_140841.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0201_1940-1941 deel 2_00201-20230303_140850.jpg	1940-1941	Rigoletto	28/12/1940	N/A	German	N/A
0202_1940-1941 deel 2_00202-20230303_140903.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0203_1940-1941 deel 2_00203-20230303_140919.jpg	1940-1941	De Walkure	29/12/1940	Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”	Dutch	N/A
0204_1940-1941 deel 2_00204-20230303_140931.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0205_1940-1941 deel 2_00205-20230303_140940.jpg	1940-1941	Die Walküre	29/12/1940	N/A	German	N/A
0206_1940-1941 deel 2_00206-20230303_140953.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0207_1940-1941 deel 2_00207-20230303_141010.jpg	1940-1941	Madame Butterfly	29/12/1940	N/A	Dutch	N/A
0208_1940-1941 deel 2_00208-20230303_141025.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0209_1940-1941 deel 2_00209-20230303_141033.jpg	1940-1941	Madame Butterfly	29/12/1940	N/A	German	N/A
0210_1940-1941 deel 2_00210-20230303_141050.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0211_1940-1941 deel 2_00211-20230303_141059.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0212_1940-1941 deel 2_00212-20230303_141115.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0213_1940-1941 deel 2_00213-20230303_141143.jpg	1940-1941	Boheme	2/1/1941	N/A	Dutch	N/A
0214_1940-1941 deel 2_00214-20230303_141210.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0215_1940-1941 deel 2_00215-20230303_141225.jpg	1940-1941	Die Bohème	2/1/1941	N/A	German	N/A
0216_1940-1941 deel 2_00216-20230303_141242.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0217_1940-1941 deel 2_00217-20230303_141312.jpg	1940-1941	Orpheus	4/1/1941	N/A	Dutch	N/A
0218_1940-1941 deel 2_00218-20230303_141334.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0219_1940-1941 deel 2_00219-20230303_141355.jpg	1940-1941	Orpheus	4/1/1941	N/A	German	N/A
0220_1940-1941 deel 2_00220-20230303_141411.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0221_1940-1941 deel 2_00221-20230303_141426.jpg	1940-1941	Carmen	5/1/1941	N/A	Dutch	N/A
0222_1940-1941 deel 2_00222-20230303_141442.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0223_1940-1941 deel 2_00223-20230303_141456.jpg	1940-1941	Carmen	5/1/1941	N/A	German	N/A
0224_1940-1941 deel 2_00224-20230303_141512.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0225_1940-1941 deel 2_00225-20230303_141526.jpg	1940-1941	Rigoletto	5/1/1941	N/A	Dutch	N/A
0226_1940-1941 deel 2_00226-20230303_141544.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0227_1940-1941 deel 2_00227-20230303_141555.jpg	1940-1941	Rigoletto	5/1/1941	N/A	German	N/A
0229_1940-1941 deel 2_00229-20230303_141619.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0230_1940-1941 deel 2_00230-20230303_141634.jpg	1940-1941	Rigoletto	9/1/1941	N/A	Dutch	N/A
0231_1940-1941 deel 2_00231-20230303_141649.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0232_1940-1941 deel 2_00232-20230303_141659.jpg	1940-1941	Rigoletto	9/1/1941	N/A	German	N/A
0233_1940-1941 deel 2_00233-20230303_141721.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0234_1940-1941 deel 2_00234-20230303_141729.jpg	1940-1941	Traviata	11/1/1941	N/A	Dutch	N/A
0235_1940-1941 deel 2_00235-20230303_141750.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0236_1940-1941 deel 2_00236-20230303_141758.jpg	1940-1941	Traviata	11/1/1941	N/A	German	N/A
0237_1940-1941 deel 2_00237-20230303_141809.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0238_1940-1941 deel 2_00238-20230303_141822.jpg	1940-1941	Orpheus	12/1/1941	N/A	Dutch	N/A
0239_1940-1941 deel 2_00239-20230303_141843.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0240_1940-1941 deel 2_00240-20230303_141855.jpg	1940-1941	Orpheus	12/1/1941	N/A	German	N/A
0241_1940-1941 deel 2_00241-20230303_141919.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0242_1940-1941 deel 2_00242-20230303_141927.jpg	1940-1941	Carmen	12/1/1941	N/A	Dutch	N/A
0243_1940-1941 deel 2_00243-20230303_141940.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0244_1940-1941 deel 2_00244-20230303_141953.jpg	1940-1941	Carmen	12/1/1941	N/A	German	N/A
0245_1940-1941 deel 2_00245-20230303_142005.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0246_1940-1941 deel 2_00246-20230303_142023.jpg	1940-1941	Faust	16/1/1941	N/A	Dutch	N/A
0247_1940-1941 deel 2_00247-20230303_142042.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0248_1940-1941 deel 2_00248-20230303_142052.jpg	1940-1941	Faust	16/1/1941	N/A	German	N/A
0249_1940-1941 deel 2_00249-20230303_142104.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0250_1940-1941 deel 2_00250-20230303_142112.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0251_1940-1941 deel 2_00251-20230303_142126.jpg	1940-1941	N/A	N/A	N/A	N/A	N/A
0252_1940-1941 deel 2_00252-20230303_142139.jpg	1940-1941	Figaros Hochzeit	17/1/1941	gastvoorstelling der Bühnen der Hansestadt Köln	German	N/A
0253_1940-1941 deel 2_00253-20230303_142151.jpg	1940-1941	N/A	N/A	N/A	Dutch + German	N/A
0254_1940-1941 deel 2_00254-20230303_142202.jpg	1940-1941	Martha	18/1/1941	N/A	Dutch	N/A
0255_1940-1941 deel 2_00255-20230303_142213.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0256_1940-1941 deel 2_00256-20230303_142221.jpg	1940-1941	Martha	18/1/1941	N/A	German	N/A
0257_1940-1941 deel 2_00257-20230303_142233.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0258_1940-1941 deel 2_00258-20230303_142250.jpg	1940-1941	Rigoletto	19/1/1941	N/A	Dutch	N/A
0645_1940-1941 deel 2_00645-20230310_144952.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0259_1940-1941 deel 2_00259-20230303_142319.jpg	1940-1941	Rigoletto	19/1/1941	N/A	German	N/A
0260_1940-1941 deel 2_00260-20230303_142332.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0261_1940-1941 deel 2_00261-20230303_142343.jpg	1940-1941	Orpheus	19/1/1941	N/A	Dutch	N/A
0262_1940-1941 deel 2_00262-20230303_142355.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0263_1940-1941 deel 2_00263-20230303_142417.jpg	1940-1941	Orpheus	19/1/1941	N/A	German	N/A
0264_1940-1941 deel 2_00264-20230303_142431.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0265_1940-1941 deel 2_00265-20230303_142448.jpg	1940-1941	Tosca	23/1/1941	N/A	Dutch	N/A
0266_1940-1941 deel 2_00266-20230303_142503.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0267_1940-1941 deel 2_00267-20230303_142515.jpg	1940-1941	Tosca	23/1/1941	N/A	German	N/A
0268_1940-1941 deel 2_00268-20230303_142531.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0269_1940-1941 deel 2_00269-20230303_142538.jpg	1940-1941	Het Land van den Glimlach	25/1/1941	N/A	Dutch	N/A
0270_1940-1941 deel 2_00270-20230303_142549.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0271_1940-1941 deel 2_00271-20230303_142622.jpg	1940-1941	Das Land des Lächelns	25/1/1941	N/A	German	N/A
0272_1940-1941 deel 2_00272-20230303_142708.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0273_1940-1941 deel 2_00273-20230303_142744.jpg	1940-1941	Martha	26/1/1941	N/A	Dutch	N/A
0274_1940-1941 deel 2_00274-20230303_142808.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0275_1940-1941 deel 2_00275-20230303_142816.jpg	1940-1941	Martha	26/1/1941	N/A	German	N/A
0276_1940-1941 deel 2_00276-20230303_142828.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0277_1940-1941 deel 2_00277-20230303_142842.jpg	1940-1941	Tosca	26/1/1941	N/A	Dutch	N/A
0278_1940-1941 deel 2_00278-20230303_142900.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0279_1940-1941 deel 2_00279-20230303_142909.jpg	1940-1941	Tosca	26/1/1941	N/A	German	N/A
0280_1940-1941 deel 2_00280-20230303_142922.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0281_1940-1941 deel 2_00281-20230303_143038.jpg	1940-1941	Lohengrin	28/1/1941	gastvoorstelling van de Koninklijke Vlaamsche opera van Antwerpen	Dutch	Dit is van de opera van Gent
0282_1940-1941 deel 2_00282-20230303_143051.jpg	1940-1941	N/A	N/A	N/A	N/A	N/A
0283_1940-1941 deel 2_00283-20230303_143112.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0284_1940-1941 deel 2_00284-20230303_143144.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0285_1940-1941 deel 2_00285-20230303_143152.jpg	1940-1941	N/A	N/A	N/A	N/A	N/A
0286_1940-1941 deel 2_00286-20230303_143201.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0287_1940-1941 deel 2_00287-20230303_143217.jpg	1940-1941	Madame Butterfly	30/1/1941	N/A	Dutch	N/A
0288_1940-1941 deel 2_00288-20230303_143231.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0289_1940-1941 deel 2_00289-20230303_143240.jpg	1940-1941	Madame Butterfly	30/1/1941	N/A	German	N/A
0290_1940-1941 deel 2_00290-20230303_143311.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0291_1940-1941 deel 2_00291-20230303_143329.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0292_1940-1941 deel 2_00292-20230303_143339.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0293_1940-1941 deel 2_00293-20230303_143409.jpg	1940-1941	Aida	1/2/1941	N/A	Dutch	N/A
0294_1940-1941 deel 2_00294-20230303_143428.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0295_1940-1941 deel 2_00295-20230303_143438.jpg	1940-1941	Aida	1/2/1941	N/A	German	N/A
0296_1940-1941 deel 2_00296-20230303_143449.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0297_1940-1941 deel 2_00297-20230303_143503.jpg	1940-1941	Tosca	2/2/1941	N/A	Dutch	N/A
0298_1940-1941 deel 2_00298-20230303_143629.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0299_1940-1941 deel 2_00299-20230303_143638.jpg	1940-1941	Tosca	2/2/1941	N/A	German	N/A
0300_1940-1941 deel 2_00300-20230303_143649.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0301_1940-1941 deel 2_00301-20230303_143704.jpg	1940-1941	Martha	2/2/1941	N/A	Dutch	N/A
0302_1940-1941 deel 2_00302-20230303_143714.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0303_1940-1941 deel 2_00303-20230303_143726.jpg	1940-1941	Martha	2/2/1941	N/A	German	N/A
0304_1940-1941 deel 2_00304-20230303_143739.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0305_1940-1941 deel 2_00305-20230303_143754.jpg	1940-1941	Fidelio	6/2/1941	N/A	Dutch	N/A
0306_1940-1941 deel 2_00306-20230303_143823.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0307_1940-1941 deel 2_00307-20230303_143833.jpg	1940-1941	Fidelio	6/2/1941	N/A	German	N/A
0308_1940-1941 deel 2_00308-20230303_143844.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0309_1940-1941 deel 2_00309-20230303_143902.jpg	1940-1941	Tosca	8/2/1941	N/A	Dutch	N/A
0310_1940-1941 deel 2_00310-20230303_143915.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0311_1940-1941 deel 2_00311-20230303_143936.jpg	1940-1941	Tosca	8/2/1941	N/A	German	N/A
0312_1940-1941 deel 2_00312-20230303_143948.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0313_1940-1941 deel 2_00313-20230303_144004.jpg	1940-1941	Elsje Zevenschoon	9/2/1941	N/A	Dutch	N/A
0314_1940-1941 deel 2_00314-20230303_144015.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0315_1940-1941 deel 2_00315-20230303_144025.jpg	1940-1941	Elschen Siebenschön	9/2/1941	N/A	German	N/A
0316_1940-1941 deel 2_00316-20230303_144116.jpg	1940-1941	N/A	N/A	N/A	German	N/A
0317_1940-1941 deel 2_00317-20230303_144136.jpg	1940-1941	Fidelio	9/2/1941	N/A	Dutch	N/A
0318_1940-1941 deel 2_00318-20230303_144147.jpg	1940-1941	N/A	N/A	N/A	Dutch	N/A
0319_1940-1941 deel 2_00319-20230303_144156.jpg	1940-1941	Fidelio	9/2/1941	N/A	German	N/A
