,Image,Collection,Production,Date,Occasion,Leaflet_Language,Opmerking,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Title_Language,Season
3140,0243_1940-1941_00243-20230303_123608.jpg,1940-1941,De Vledermuis,1941-04-27,,Dutch,,False,402166,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3142,0245_1940-1941_00245-20230303_123629.jpg,1940-1941,Cavalleria Rusticana,1941-04-27,,Dutch,,True,746333,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1940-1941
3143,0245_1940-1941_00245-20230303_123629.jpg,1940-1941,Paljas,1941-04-27,,Dutch,,True,746333,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1940-1941
3145,0247_1940-1941_00247-20230303_123650.jpg,1940-1941,Boheme,1941-05-01,,Dutch,,False,376024,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3147,0249_1940-1941_00249-20230303_123714.jpg,1940-1941,Rigoletto,1941-05-03,,Dutch,,False,832485,Rigoletto,ITA,Giuseppe Verdi,1851,Rigoletto,melodrama,Unk,1940-1941
3149,0251_1940-1941_00251-20230303_123740.jpg,1940-1941,De Vledermuis,1941-05-04,,Dutch,,False,706716,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3151,0253_1940-1941_00253-20230303_123804.jpg,1940-1941,Martha,1941-05-04,,Dutch,,False,657511,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,Unk,1940-1941
3153,0255_1940-1941_00255-20230303_123825.jpg,1940-1941,Faust,1941-05-06,Afscheidsvoorstelling Eduard de Decker,Dutch,,False,559469,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1940-1941
3155,0257_1940-1941_00257-20230303_123900.jpg,1940-1941,De Parelvisschers,1941-05-08,,Dutch,,False,350526,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3157,0357_1940-1941_00357-20230310_143810.jpg,1940-1941,Het Land van den Glimlach,1941-05-10,,Dutch,,False,618759,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3159,0260_1940-1941_00260-20230303_123959.jpg,1940-1941,Traviata,1941-05-11,,Dutch,,False,554849,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1940-1941
3161,0262_1940-1941_00262-20230303_124026.jpg,1940-1941,Het Land van den Glimlach,1941-05-11,,Dutch,,False,120809,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3163,0264_1940-1941_00264-20230303_124046.jpg,1940-1941,Carmen,1941-05-15,,Dutch,,False,445473,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1940-1941
3165,0266_1940-1941_00266-20230303_124109.jpg,1940-1941,Aida,1941-05-17,,Dutch,,False,224982,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1940-1941
3167,0268_1940-1941_00268-20230303_124130.jpg,1940-1941,Het Land van den Glimlach,1941-05-18,,Dutch,,False,395591,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3169,0270_1940-1941_00270-20230303_124236.jpg,1940-1941,Aida,1941-05-18,,Dutch,,False,973549,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1940-1941
3171,0272_1940-1941_00272-20230303_124259.jpg,1940-1941,Het Land van den Glimlach,1941-05-22,,Dutch,,False,263494,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3173,0274_1940-1941_00274-20230303_124320.jpg,1940-1941,Madame Butterfly,1941-05-24,,Dutch,,False,715478,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1940-1941
3175,0276_1940-1941_00276-20230303_124344.jpg,1940-1941,Aida,1941-05-25,,Dutch,,False,315959,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1940-1941
3177,0278_1940-1941_00278-20230303_124406.jpg,1940-1941,De Vledermuis,1941-05-25,,Dutch,,False,344338,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3179,0280_1940-1941_00280-20230303_124428.jpg,1940-1941,Aida,1941-05-29,,Dutch,,False,792390,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1940-1941
3181,0282_1940-1941_00282-20230303_124449.jpg,1940-1941,Boheme,1941-05-31,,Dutch,,False,326704,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3187,0287_1940-1941_00287-20230303_124603.jpg,1940-1941,Die Bohème,1940-11-02,,German,,False,107288,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3192,0291_1940-1941_00291-20230303_124647.jpg,1940-1941,Der Bajazzo,1941-03-01,,German,,True,754423,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1940-1941
3194,0293_1940-1941_00293-20230303_124710.jpg,1940-1941,Die Perlenfischer,1941-05-08,,German,,False,259963,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3196,0295_1940-1941_00295-20230303_124731.jpg,1940-1941,Die Zauberflöte,1940-10-20,,German,,False,836590,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1940-1941
3198,0297_1940-1941_00297-20230303_124809.jpg,1940-1941,Die Fledermaus,1941-04-26,,German,,False,130211,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3200,0299_1940-1941_00299-20230303_124828.jpg,1940-1941,Die Walküre,1940-12-14,,German,,False,162353,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1940-1941
3202,0301_1940-1941_00301-20230303_124849.jpg,1940-1941,Elschen Siebenschön,1940-11-23,,German,,False,947597,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,NL,1940-1941
3204,0303_1940-1941_00303-20230303_124910.jpg,1940-1941,Faust,1940-11-27,,German,,False,978236,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1940-1941
3208,0307_1940-1941_00307-20230303_125015.jpg,1940-1941,Das Land des Lächelns,1940-12-12,,German,,False,432494,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3210,0309_1940-1941_00309-20230303_125051.jpg,1940-1941,Das Mädchen von Zaventem,1941-03-02,,German,,False,498910,Het Meisje van Zaventem,NL,Emile Hullebroeck,1934,Het Meisje van Zaventem,zangspel,NL,1940-1941
3212,0311_1940-1941_00311-20230303_125116.jpg,1940-1941,Lohengrin,1940-11-20,,German,,False,563052,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,Unk,1940-1941
3221,0318_1940-1941_00318-20230303_125313.jpg,1940-1941,Der Bajazzo,1941-03-06,,German,,True,776885,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1940-1941
3225,0322_1940-1941_00322-20230303_125351.jpg,1940-1941,Prinzessin Sonnenschein,1940-10-26,,German,,False,731822,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1940-1941
3231,0328_1940-1941_00328-20230303_125505.jpg,1940-1941,Romeo und Julia,1941-03-29,Erstaufführung in Belgien,German,,False,644750,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1940-1941
3239,0336_1940-1941_00336-20230303_125607.jpg,1940-1941,Die Bohème,1941-05-31,,German,,False,781142,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3243,0360_1940-1941_00360-20230310_144514.jpg,1940-1941,Die Fledermaus,1941-05-25,,German,,False,858936,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3295,0043_1940-1941 deel 2_00043-20230303_132642.jpg,1940-1941,Die Zauberflöte,1940-10-19,,German,,False,980354,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1940-1941
3305,0053_1940-1941 deel 2_00053-20230303_133344.jpg,1940-1941,De Tooverfluit,1940-10-24,,Dutch,,False,601609,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1940-1941
3307,0055_1940-1941 deel 2_00055-20230303_133438.jpg,1940-1941,Die Zauberflöte,1940-10-24,,German,,False,278118,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1940-1941
3309,0057_1940-1941 deel 2_00057-20230303_133633.jpg,1940-1941,Prinses Zonneschijn,1940-10-26,,Dutch,,False,143523,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1940-1941
3337,0085_1940-1941 deel 2_00085-20230303_134229.jpg,1940-1941,Prinzessin Sonnenschein,1940-11-03,,German,,False,339061,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1940-1941
3341,0089_1940-1941 deel 2_00089-20230303_134312.jpg,1940-1941,Prinzessin Sonnenschein,1940-11-07,,German,,False,646300,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1940-1941
3349,0096_1940-1941 deel 2_00096-20230303_134508.jpg,1940-1941,Prinzessin Sonnenschein,1940-11-10,,German,,False,857991,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,NL,1940-1941
3353,0100_1940-1941 deel 2_00100-20230303_134607.jpg,1940-1941,Die Bohème,1940-11-10,,German,,False,497296,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3361,0108_1940-1941 deel 2_00108-20230303_134725.jpg,1940-1941,Die Bohème,1940-11-14,,German,,False,624383,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3369,0116_1940-1941 deel 2_00116-20230303_134911.jpg,1940-1941,Die Zauberflöte,1940-11-17,,German,,False,469184,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1940-1941
3381,0128_1940-1941 deel 2_00128-20230303_135135.jpg,1940-1941,Die Bohème,1940-11-24,,German,,False,684027,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3433,0178_1940-1941 deel 2_00178-20230303_140338.jpg,1940-1941,Das Land des Lächelns,1940-12-15,,German,,False,485912,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3449,0193_1940-1941 deel 2_00193-20230303_140713.jpg,1940-1941,Die Walküre,1940-12-22,Eerste dag van het Tooneelfeestspel “De Ring Des Nevelings”,German,,False,910613,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1940-1941
3461,0205_1940-1941 deel 2_00205-20230303_140940.jpg,1940-1941,Die Walküre,1940-12-29,,German,,False,454861,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,NL,1940-1941
3471,0215_1940-1941 deel 2_00215-20230303_141225.jpg,1940-1941,Die Bohème,1941-01-02,,German,,False,818020,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3527,0271_1940-1941 deel 2_00271-20230303_142622.jpg,1940-1941,Das Land des Lächelns,1941-01-25,,German,,False,734779,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3533,0277_1940-1941 deel 2_00277-20230303_142842.jpg,1940-1941,Tosca,1941-01-26,,Dutch,,False,901411,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1940-1941
3537,0281_1940-1941 deel 2_00281-20230303_143038.jpg,1940-1941,Lohengrin,1941-01-28,gastvoorstelling van de Koninklijke Vlaamsche opera van Antwerpen,Dutch,Dit is van de opera van Gent,False,395432,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,Unk,1940-1941
3571,0315_1940-1941 deel 2_00315-20230303_144025.jpg,1940-1941,Elschen Siebenschön,1941-02-09,,German,,False,430689,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,NL,1940-1941
3583,0326_1940-1941 deel 2_00326-20230303_144349.jpg,1940-1941,Das Mädchen von Zaventem,1941-02-15,,German,,False,111177,Het Meisje van Zaventem,NL,Emile Hullebroeck,1934,Het Meisje van Zaventem,zangspel,NL,1940-1941
3591,0334_1940-1941 deel 2_00334-20230303_144538.jpg,1940-1941,Elschen Siebenschön,1941-02-16,,German,,False,120602,Elsje Zevenschoon,NL,Mario Van Overeem,1913,Elsje Zevenschoon,zangspel,NL,1940-1941
3595,0338_1940-1941 deel 2_00338-20230303_144650.jpg,1940-1941,Die Perlenfischer,1941-02-20,,German,,False,240984,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3603,0346_1940-1941 deel 2_00346-20230303_144858.jpg,1940-1941,Die Perlenfischer,1941-02-23,,German,,False,425071,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3609,0352_1940-1941 deel 2_00352-20230303_145047.jpg,1940-1941,Fidelio,1941-02-25,gastvoorstelling van de Koninklijke Vlaamsche opera van Antwerpen,Dutch,Dit is van de opera van Gent,False,160795,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,Unk,1940-1941
3647,0648_1940-1941 deel 2_00648-20230310_145119.jpg,1940-1941,Das Mädchen von Zaventem,1941-03-09,,German,,False,975848,Het Meisje van Zaventem,NL,Emile Hullebroeck,1934,Het Meisje van Zaventem,zangspel,NL,1940-1941
3675,0417_1940-1941 deel 2_00417-20230303_152125.jpg,1940-1941,Die Perlenfischer,1941-03-22,,German,,False,341463,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3701,0440_1940-1941 deel 2_00440-20230303_152825.jpg,1940-1941,Der Bajazzo,1941-03-30,,German,,True,340933,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1940-1941
3719,0458_1940-1941 deel 2_00458-20230303_153322.jpg,1940-1941,Romeo und Julia,1941-04-06,,German,,False,930999,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1940-1941
3723,0462_1940-1941 deel 2_00462-20230303_153431.jpg,1940-1941,Die Perlenfischer,1941-04-06,,German,,False,204571,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3739,0477_1940-1941 deel 2_00477-20230303_153857.jpg,1940-1941,Romeo und Julia,1941-04-13,,German,,False,705329,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1940-1941
3743,0481_1940-1941 deel 2_00481-20230303_153954.jpg,1940-1941,Romeo und Julia,1941-04-17,,German,,False,882470,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1940-1941
3747,0485_1940-1941 deel 2_00485-20230303_154056.jpg,1940-1941,Die Perlenfischer,1941-04-19,,German,,False,978706,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1940-1941
3767,0504_1940-1941 deel 2_00504-20230303_154546.jpg,1940-1941,Die Fledermaus,1941-04-27,,German,,False,128695,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3773,0508_1940-1941 deel 2_00508-20230303_154725.jpg,1940-1941,Der Bajazzo,1941-04-27,,German,,True,524151,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1940-1941
3779,0514_1940-1941 deel 2_00514-20230303_154848.jpg,1940-1941,Die Bohème,1941-05-01,,German,,False,594768,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1940-1941
3787,0522_1940-1941 deel 2_00522-20230303_155031.jpg,1940-1941,Die Fledermaus,1941-05-04,,German,,False,776222,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3803,0538_1940-1941 deel 2_00538-20230303_155649.jpg,1940-1941,Das Land des Lächelns,1941-05-10,,German,,False,786247,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3811,0546_1940-1941 deel 2_00546-20230303_155911.jpg,1940-1941,Das Land des Lächelns,1941-05-11,,German,,False,908525,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3823,0558_1940-1941 deel 2_00558-20230303_160209.jpg,1940-1941,Das Land des Lächelns,1941-05-18,,German,,False,608412,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3831,0565_1940-1941 deel 2_00565-20230303_160342.jpg,1940-1941,Das Land des Lächelns,1941-05-22,,German,,False,772305,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3847,0581_1940-1941 deel 2_00581-20230303_160851.jpg,1940-1941,Parsifal,1941-05-26,,Dutch,,False,415272,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1940-1941
3867,0601_1940-1941 deel 2_00602-20230303_161400.jpg,1940-1941,Grosser Ballettabend,1941-06-03,gastvoorstelling des Deutschen opernhaus Berlin,German,,False,803702,Grosser Ballettabend,?,?,?,?,feestavond,DUI,1940-1941
3872,0655_1940-1941 deel 2_00655-20230310_150358.jpg,1940-1941,Der Glasbläser,1941-06-03,,German,,False,907095,De Glasblazer,DUI,Winfried Zillig,?,Der Glasbläser,liberetto,NL,1940-1941
3873,0606_1940-1941 deel 2_00607-20230303_161514.jpg,1940-1941,De Glasblazer,1941-06-03,,Dutch,,False,279392,De Glasblazer,DUI,Winfried Zillig,?,Der Glasbläser,liberetto,NL,1940-1941
3874,0607_1940-1941 deel 2_00608-20230303_161653.jpg,1940-1941,Mächte des Lebens,1941-06-03,,German,,False,996162,Mächte des Lebens,N/A,N/A,N/A,N/A,N/A,N/A,1940-1941
3875,0608_1940-1941 deel 2_00609-20230303_161708.jpg,1940-1941,Levensmachten,1941-06-03,,Dutch,,False,933177,Mächte des Lebens,N/A,N/A,N/A,N/A,N/A,N/A,1940-1941
3882,0615_1940-1941 deel 2_00616-20230303_161902.jpg,1940-1941,Het Land van den Glimlach,1941-07-06,,Dutch,,False,513033,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3884,0617_1940-1941 deel 2_00618-20230303_161942.jpg,1940-1941,Carmen,1941-07-06,,Dutch,,False,687459,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1940-1941
3886,0619_1940-1941 deel 2_00620-20230303_162015.jpg,1940-1941,De Vledermuis,1941-07-13,,Dutch,,False,664600,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3888,0621_1940-1941 deel 2_00622-20230303_162128.jpg,1940-1941,Madame Butterfly,1941-07-13,,Dutch,,False,131675,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1940-1941
3890,0623_1940-1941 deel 2_00624-20230303_162153.jpg,1940-1941,De Vledermuis,1941-07-17,,Dutch,,False,258062,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3892,0625_1940-1941 deel 2_00626-20230303_162312.jpg,1940-1941,Carmen,1941-07-20,,Dutch,,False,764186,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1940-1941
3894,0627_1940-1941 deel 2_00628-20230303_162351.jpg,1940-1941,Het Land van den Glimlach,1941-07-20,,Dutch,,False,870996,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3896,0629_1940-1941 deel 2_00630-20230303_162447.jpg,1940-1941,Het Land van den Glimlach,1941-07-24,,Dutch,,False,466265,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1940-1941
3898,0631_1940-1941 deel 2_00632-20230303_162552.jpg,1940-1941,Madame Butterfly,1941-07-27,,Dutch,,False,324900,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1940-1941
3900,0633_1940-1941 deel 2_00634-20230303_162643.jpg,1940-1941,De Vledermuis,1941-07-27,,Dutch,,False,587945,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1940-1941
3939,0034_1941-1942_00034-20230306_102815.jpg,1941-1942,De Meesterzangers van Neurenberg,1941-10-02,Openingsvertooning ten bate van “Winterhulp”,Dutch,,False,992778,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
3941,0036_1941-1942_00036-20230306_102905.jpg,1941-1942,Die Meistersing von Nürnberg,1941-10-02,Openingsvertooning ten bate van “Winterhulp”,German,,False,854665,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
3943,0038_1941-1942_00038-20230306_102952.jpg,1941-1942,Madame Butterfly,1941-10-04,,Dutch,,False,507312,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1941-1942
3947,0042_1941-1942_00042-20230306_103051.jpg,1941-1942,De Meesterzangers van Neurenberg,1941-10-05,,Dutch,,False,914477,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
3949,0044_1941-1942_00044-20230306_103116.jpg,1941-1942,Die Meistersinger von Nürnberg,1941-10-05,,German,,False,172086,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
3951,0046_1941-1942_00046-20230306_103143.jpg,1941-1942,Madame Butterfly,1941-10-09,,Dutch,,False,870785,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1941-1942
3955,0050_1941-1942_00050-20230306_103233.jpg,1941-1942,Romeo en Julia,1941-10-11,,Dutch,,False,838619,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1941-1942
3957,0052_1941-1942_00052-20230306_103254.jpg,1941-1942,Romeo und Julia,1941-10-11,,German,,False,538680,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1941-1942
3959,0054_1941-1942_00054-20230306_103317.jpg,1941-1942,Het Land van den Glimlach,1941-10-12,,Dutch,,False,899508,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1941-1942
3961,0056_1941-1942_00056-20230306_103339.jpg,1941-1942,Das Land des Lächelns,1941-10-12,,German,,False,848633,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1941-1942
3963,0058_1941-1942_00058-20230306_103402.jpg,1941-1942,Madame Butterfly,1941-10-12,,Dutch,,False,891217,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1941-1942
3967,0061_1941-1942_00061-20230306_104225.jpg,1941-1942,De Meesterzangers van Neurenberg,1941-10-14,gastvoorstelling van de Koninklijke Vlaamsche opera van Antwerpen,Dutch,Dit is van de opera van Gent,False,908952,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
3971,0065_1941-1942_00065-20230306_104417.jpg,1941-1942,Romeo en Julia,1941-10-16,,Dutch,,False,678484,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1941-1942
3973,0067_1941-1942_00067-20230306_104453.jpg,1941-1942,Romeo und Julia,1941-10-16,,German,,False,649487,Romeo en Julia,TSJ,Pyotr Tchaikovsky,1870,Ромео и Джульетта,romantische opera,NL,1941-1942
3975,0069_1941-1942_00069-20230306_104529.jpg,1941-1942,De Meesterzangers van Neurenberg,1941-10-18,,Dutch,,False,398053,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,NL,1941-1942
